labels,text,text_de,text_fr
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,Okay Name ur Preis so lange wie seine legale! Wen kann ich sie abholen? Y u ave x ams xx,Ok nom ur prix aussi longtemps que son légal! Wen puis-je les ramasser? Y u ave x ams xx
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,Ich bin immer noch auf der Suche nach einem Auto zu kaufen. Und noch nicht 4 die Fahrprüfung gegangen.,Je cherche toujours une voiture à acheter et je n'ai pas encore passé le 4e test de conduite.
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,"Gemäß Ihrer Anfrage 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)"" wurde als Anrufer für alle Anrufer eingestellt. Drücken Sie *9, um Ihre Freunde zu kopieren Callertune","Conformément à votre demande, 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' a été définie comme votre callertune pour tous les appelants. Appuyez sur *9 pour copier vos amis Callertune"
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.","Ich schätze, einmal gab ich auf Boston Männer und änderte meinen Suchort in Nyc, etwas geändert. Cuz auf meiner Signin-Seite sagt es immer noch Boston.","Je suppose qu'une fois que j'ai abandonné les hommes de Boston et que j'ai changé mon emplacement de recherche en nyc, quelque chose a changé."
ham,Umma my life and vava umma love you lot dear,Umma mein Leben und vava umma liebe dich sehr,Umma ma vie et Vava Umma vous aiment beaucoup
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,"Vielen Dank für Ihre Wünsche an meinem Geburtstag. Danke, dass Sie meinen Geburtstag wirklich unvergesslich.",Merci beaucoup pour vos souhaits pour mon anniversaire. Merci de rendre mon anniversaire vraiment mémorable.
ham,"Aight, I'll hit you up when I get some cash","Ich schlage dich, wenn ich Geld bekomme.",Je te frapperai quand j'aurai de l'argent.
ham,How would my ip address test that considering my computer isn't a minecraft server,"Wie würde meine IP-Adresse testen, dass unter Berücksichtigung meines Computers kein Minecraft-Server ist?",Comment mon adresse ip testerait que vu que mon ordinateur n'est pas un serveur de minecraft
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,"Ich weiß! Grumpige alte Leute. Meine Mutter war wie du besser nicht lügen. Dann wieder bin ich immer derjenige, der Witze spielen...","Je sais, les vieux grincheux, ma mère était comme toi, mieux vaut ne pas mentir."
ham,Dont worry. I guess he's busy.,"Keine Sorge, ich schätze, er ist beschäftigt.","Ne t'inquiète pas, je suppose qu'il est occupé."
ham,What is the plural of the noun research?,Was ist der Plural der Substantiveforschung?,Quel est le pluriel de la recherche nominative?
ham,Going for dinner.msg you after.,Ich gehe nachher zum Essen.,"Je vais dîner, après."
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,Ich bin ok wif es weil ich wie 2 versuchen neue Dinge. Aber ich habe Angst u dun wie Mah. Cos u sagte nicht zu laut.,"Je vais bien parce que j'aime 2 essayer de nouvelles choses, mais j'ai peur que tu dînes comme mah."
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,"GENT! Wir versuchen, Sie zu kontaktieren. Letzte Wochenende ziehen zeigt, dass Sie einen $1000 Preis gewonnen GARANTEED. Rufen Sie 09064012160. Claim Code K52. Nur gültig 12 Stunden. 150ppm",GENT! Nous essayons de vous contacter. Le tirage du week-end dernier montre que vous avez gagné un prix de £1000 GARANTIE. Appelez 09064012160. Code de réclamation K52. Valable 12hs seulement. 150ppm
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?","Wa, ur openin Satz sehr formal... Wie auch immer, mir geht es auch gut, juz tt ich esse in zu viel n Puttin auf Gewicht...Haha... Also ist etwas Besonderes passiert?","Wa, ur openin phrase très formelle... bref, je vais bien aussi, j'ai trop mangé de n puttin sur le poids... Haha... donc tout ce qui est spécial est arrivé?"
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.","Als ich meine Kabine betrat, sagte mein PA, '' Happy B'day Boss!!''. Ich fühlte mich besonders. Sie fragte mich 4 Mittagessen. Nach dem Mittagessen lud sie mich in ihre Wohnung ein. Wir gingen dorthin.","Comme je suis entré dans ma cabine, mon PA a dit, '' Happy B'day Boss!!''. Je me sentais spécial. Elle m'a demandé 4 déjeuner. Après le déjeuner, elle m'a invité à son appartement. Nous y sommes allés."
spam,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),Sie sind ein Gewinner U wurden speziell ausgewählt 2 erhalten £ 1000 oder 4 * Urlaub (Flüge inc) sprechen mit einem Live-Operator 2 Anspruch 0871277810910p/min (18+),Vous êtes un gagnant U ont été spécialement sélectionnés 2 recevoir £1000 ou un 4* vacances (vols inc) parler à un opérateur en direct 2 réclamation 0871277810910p/min (18+)
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!,"Ja, wir müssen Freitag sprechen - Ei-Kartoffel-Verhältnis für Tortilla benötigt!","Oui, nous devons parler vendredi - rapport oeuf-potato pour la tortilla nécessaire!"
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,"Mein Onkel hat mir gerade mitgeteilt, dass er die Schule direkt bezahlt.",Mon oncle m'a dit qu'il payait l'école.
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,PRIVATE! Ihre 2004 Kontoauszug für 07742676969 zeigt 786 unerlöste Bonuspunkte. Rufen Sie 08719180248 Identifier Code: 45239 Läuft,PRIVÉ! Votre relevé de compte 2004 pour 07742676969 indique 786 points Bonus non remboursés. Pour demander un appel 08719180248 Code d'identification: 45239 Expire
spam,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM","URGENT! Ihre Handy-Nr. wurde mit £2000 Bonus Caller Prize am 5/9/03 Dies ist unser letzter Versuch, Kontakt U! Anruf von Landline 09064019788 BOX42WR29C, 150PPM","URGENT! Votre Mobile No. a reçu £2000 Bonus Caller Prize le 5/9/03 C'est notre dernière tentative de contacter U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
ham,here is my new address -apples&pairs&all that malarky,hier ist meine neue Adresse -apples&pairs& all diese malarky,Voici ma nouvelle adresse -apples&pairs&all que malarky
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,"Heute Voda Zahlen Ende 7548 sind ausgewählt, um eine $350 Auszeichnung zu erhalten. Wenn Sie eine Übereinstimmung haben, rufen Sie bitte 0871230220 zitieren Claim Code 4041 Standardraten App","Aujourd'hui, les numéros Voda se terminant à 7548 sont sélectionnés pour recevoir une indemnité de 350 $. Si vous avez une correspondance, veuillez composer le 08712300220 citant le code de réclamation 4041 application taux standard"
ham,I am going to sao mu today. Will be done only at 12,Ich werde heute sao mu. Ich werde erst um 12 Uhr fertig sein.,Je vais à sao mu aujourd'hui. Ce sera fait seulement à 12 heures.
ham,Ü predict wat time ü'll finish buying?,Ü Vorhersage wat time u'll Ende Kauf?,Ü prédire le temps ü'll finira d'acheter?
ham,"Good stuff, will do.","Gutes Zeug, das wird reichen.",C'est une bonne chose.
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.","Ich habe ihr nur einen Text geschickt, damit sie sich nicht beschweren kann, also musst du dich nicht in irgendetwas einmischen. Ich hätte dir überhaupt nichts auferlegen sollen, also entschuldige ich mich.","Juste pour que tu saches, Yetunde n'a pas encore envoyé d'argent. Je lui ai juste envoyé un texto pour ne pas déranger l'envoi. Donc c'est fini, tu n'as pas à t'impliquer dans quoi que ce soit."
ham,Are you there in room.,Bist du da im Zimmer?,Vous êtes là dans la chambre.
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,"Hey Girl, wie geht's? Hope U R Well me an dell R BAK! ""Gib mir eine Anruf-Summe-Zeit von LUCYxx""",Hey girl. How R U? Hope U R WELL me un DEL R BAK! Encore longtemps aucun C! me donne un APPEL de somme de LUCYxx
ham,K..k:)how much does it cost?,K.k:)Wie viel kostet das?,K.k:) Combien cela coûte-t-il?
ham,I'm home.,Ich bin zu Hause.,Je suis rentré.
ham,"Dear, will call Tmorrow.pls accomodate.","Liebe, ruft Tmorrow.pls empfangen.","Chère, appellera Tmorrow.pls accommodation."
ham,First answer my question.,Beantworten Sie zuerst meine Frage.,"D'abord, répondez à ma question."
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,"Sunshine Quiz Wkly Q! Gewinnen Sie einen Top-Sony-DVD-Player, wenn u wissen, in welchem Land die Algarve ist? Txt ansr zu 82277. £1.50 SP:Tyron","Sunshine Quiz Wkly Q! Gagnez un meilleur lecteur DVD Sony si vous savez dans quel pays se trouve l'Algarve? Txt ansr à 82277. £1,50 SP:Tyrone"
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,Willst du 2 heute Nacht flachgelegt? Willst du echte Dogging-Standorte direkt 2 ur mob gesendet? Schließe dich dem größten Dogging Network Großbritanniens an Txting GRAVEL an 69888! nt. ec2a. 31p.msg@150p,Vous voulez 2 se faire baiser ce soir? Vous voulez de vrais emplacements de dogging envoyés directement 2 ur maf? Rejoignez le plus grand réseau de dogging du Royaume-Uni bt Txting GRAVEL à 69888! Nt. ec2a. 31p.msg@150p
ham,I only haf msn. It's yijue@hotmail.com,Ich bin nur haf msn. Es ist yijue@hotmail.com,Je n'ai fait que msn. C'est yijue@hotmail.com
ham,He is there. You call and meet him,"Er ist da, du rufst an und triffst ihn.","Il est là, tu l'appelles et tu le rencontres."
ham,No no. I will check all rooms befor activities,"Nein, nein. Ich prüfe alle Zimmer für Aktivitäten","Non, je vais vérifier toutes les chambres pour les activités."
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,Sie werden nicht mehr rcv msgs aus dem chat svc. For FREE Hardcore-Dienste text Gehen Sie zu: 69988 Wenn u nichts u muss Age Verify mit yr network & versuchen Sie es erneut,Vous ne rcv plus de msgs du chat svc. Pour les services Hardcore GRATUITS texte Aller à: 69988 Si u obtenir rien u doit Age Vérifiez avec le réseau yr et essayez à nouveau
ham,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,"Ich habe einen Beutel gesehen, aber wie nicht v schön...",J'ai... j'ai paresseux à taper... j'ai oublié ü dans le lec... j'ai vu une pochette mais comme pas v bien...
ham,"K, text me when you're on the way","K, sims mir, wenn du unterwegs bist","K, envoie-moi un texto quand tu seras en route."
ham,"Sir, Waiting for your mail.","Sir, warten Sie auf Ihre Post.","Monsieur, attendez votre courrier."
ham,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8","Ein swt Gedanke: ""Nimmer müde von kleinen Dingen 4 liebenswerte Personen.."" Coz..somtimes diese kleinen Dinge nehmen d größten Teil in ihren Herzen.. Gud ni8","Une pensée swt: ""Ne jamais se lasser de faire des petites choses 4 personnes aimables.."" Coz..somtimes ces petites choses occupent la plus grande partie de leurs Cœurs.. Gud ni8"
ham,I know you are. Can you pls open the back?,Kannst du den Rücken öffnen?,Tu peux ouvrir l'arrière?
ham,Yes see ya not on the dot,"Ja, ich sehe dich nicht auf dem Punkt",Oui vous voyez pas sur le point
ham,Whats the staff name who is taking class for us?,"Wie lautet der Personalname, der für uns den Unterricht übernimmt?",Quel est le nom du personnel qui prend les cours pour nous?
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end","FreeMsg Warum haben Sie nicht auf meinen Text geantwortet? Ich bin Randy, sexy, weiblich und live lokal. Luv zu hören von u. Netcollex Ltd 08700621170150p pro msg antwortet Stop to end","FreeMsg Pourquoi n'avez-vous pas répondu à mon texto? Je suis Randy, sexy, féminine et en direct local. Luv à entendre de u. Netcollex Ltd 08700621170150p par msg reply Stop to end"
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,"Ummma.rufen nach check in.our Leben wird von qatar beginnen, so pls beten sehr hart.",Umma. will call after check in.notre vie va commencer à partir de qatar donc pls prient très fort.
ham,K..i deleted my contact that why?,"K.i hat meinen Kontakt gelöscht, warum?",K..i a supprimé mon contact pour ça?
ham,Sindu got job in birla soft ..,Sindu bekam Job in Birla soft..,Sindu a trouvé un emploi dans Birla Soft..
ham,The wine is flowing and i'm i have nevering..,Der Wein fließt und ich habe nie..,Le vin coule et je n'ai jamais...
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,"Yup i thk cine ist besser, weil keine Notwendigkeit 2 gehen Sie 2 plaza mah.",Yup i thk cine est mieux parce qu'il n'y a pas besoin de 2 descendre 2 plaza mah.
ham,Ok... Ur typical reply...,"Okay, Ur typische Antwort...",Ok... réponse typique d'Ur...
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,"Gemäß Ihrer Anfrage 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)"" wurde als Anrufer für alle Anrufer eingestellt. Drücken Sie *9, um Ihre Freunde zu kopieren Callertune","Conformément à votre demande, 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' a été définie comme votre callertune pour tous les appelants. Appuyez sur *9 pour copier vos amis Callertune"
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.","Du bist überall Dreck, auf dem Boden, die Fenster, sogar auf meinem Hemd. Und manchmal, wenn ich meinen Mund öffne, bist du alles, was ausfließt. Ich träume von meiner Welt ohne dich, dann sind auch die Hälfte meiner Aufgaben aus. Eine Zeit der Freude für mich, viele TV-Shows i.ll sehen. Aber ich denke, wie alle Dinge, die du einfach existieren musst, wie Regen, Hagel und Nebel, und wenn meine Zeit hier fertig ist, werden du und ich eins.","Tu es partout la saleté, sur le sol, les fenêtres, même sur ma chemise. Et parfois quand j'ouvre la bouche, tu es tout ce qui sort. Je rêve de mon monde sans toi, alors la moitié de mes tâches sont dehors aussi. Un temps de joie pour moi, beaucoup de télés que je vais voir. Mais je suppose que comme tout ce que tu dois juste exister, comme la pluie, la grêle et la brume, et quand mon temps ici est fini, toi et moi devenons un."
